Top 5 Movie Recommendations for UserID: 11 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.510959476405116, Big Bang Theory, The (1994)  Predicted Score: 3.998531371611635, Other Voices, Other Rooms (1997)  Predicted Score: 3.998531371611635, Deceiver (1997)  Predicted Score: 3.9150641550709233, Chairman of the Board (1998)  Predicted Score: 3.9054210974599313]
Top 5 Movie Recommendations for UserID: 12 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 5.0, Fear, The (1995)  Predicted Score: 4.785581008045725, For the Moment (1994)  Predicted Score: 4.763489137306127, Coldblooded (1995)  Predicted Score: 4.689978604099452, Lay of the Land, The (1997)  Predicted Score: 4.689921340049972]
Top 5 Movie Recommendations for UserID: 13 ==>[Cyclo (1995)  Predicted Score: 3.9467554729969425, Mamma Roma (1962)  Predicted Score: 3.9286770522998196, Death in Brunswick (1991)  Predicted Score: 3.826865718891373, Small Faces (1995)  Predicted Score: 3.7861278901016733, Getting Away With Murder (1996)  Predicted Score: 3.7861278901016733]
Top 5 Movie Recommendations for UserID: 14 ==>[Very Natural Thing, A (1974)  Predicted Score: 4.604150144594105, Walk in the Sun, A (1945)  Predicted Score: 4.604150144594105, Reluctant Debutante, The (1958)  Predicted Score: 4.475590334058968, Delta of Venus (1994)  Predicted Score: 4.4538910036648955, King of New York (1990)  Predicted Score: 4.427959288248887]
Top 5 Movie Recommendations for UserID: 15 ==>[Shadows (Cienie) (1988)  Predicted Score: 4.0768920589546385, The Courtyard (1995)  Predicted Score: 4.0768920589546385, Yankee Zulu (1994)  Predicted Score: 4.0768920589546385, Hostile Intentions (1994)  Predicted Score: 4.0768920589546385, Tigrero: A Film That Was Never Made (1994)  Predicted Score: 4.0768920589546385]
Top 5 Movie Recommendations for UserID: 16 ==>[Office Killer (1997)  Predicted Score: 4.848588183836511, The Deadly Cure (1996)  Predicted Score: 4.775514259793528, King of New York (1990)  Predicted Score: 4.7646960845448065, Stranger, The (1994)  Predicted Score: 4.705444968355623, Mamma Roma (1962)  Predicted Score: 4.681271276837169]
Top 5 Movie Recommendations for UserID: 17 ==>[King of New York (1990)  Predicted Score: 4.0, I Don't Want to Talk About It (De eso no se habla) (1993)  Predicted Score: 3.99510681750356, Reluctant Debutante, The (1958)  Predicted Score: 3.992179170362621, Cyclo (1995)  Predicted Score: 3.8448232187386013, Girl in the Cadillac (1995)  Predicted Score: 3.797730053010569]
Top 5 Movie Recommendations for UserID: 18 ==>[Big Bang Theory, The (1994)  Predicted Score: 5.0, Hugo Pool (1997)  Predicted Score: 5.0, Other Voices, Other Rooms (1997)  Predicted Score: 5.0, Mat' i syn (1997)  Predicted Score: 4.810782101218566, B. Monkey (1998)  Predicted Score: 4.810782101218566]
Top 5 Movie Recommendations for UserID: 19 ==>[Very Natural Thing, A (1974)  Predicted Score: 4.226722368028268, Walk in the Sun, A (1945)  Predicted Score: 4.226722368028268, They Made Me a Criminal (1939)  Predicted Score: 4.214105843994461, Sunchaser, The (1996)  Predicted Score: 4.071899724560897, War at Home, The (1996)  Predicted Score: 4.071899724560897]
Top 5 Movie Recommendations for UserID: 20 ==>[Coldblooded (1995)  Predicted Score: 3.775820978846178, Turning, The (1992)  Predicted Score: 3.6780980714648317, Letter From Death Row, A (1998)  Predicted Score: 3.6420077979345016, Rough Magic (1995)  Predicted Score: 3.594953617871789, Tokyo Fist (1995)  Predicted Score: 3.5933309487767664]
Top 5 Movie Recommendations for UserID: 21 ==>[Mamma Roma (1962)  Predicted Score: 4.205492881795992, They Made Me a Criminal (1939)  Predicted Score: 4.050140569118715, Aiqing wansui (1994)  Predicted Score: 3.9094741021688657, Getting Away With Murder (1996)  Predicted Score: 3.791617139185071, Small Faces (1995)  Predicted Score: 3.791617139185071]
Top 5 Movie Recommendations for UserID: 22 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 5.0, King of New York (1990)  Predicted Score: 4.499292642252868, Cyclo (1995)  Predicted Score: 4.457150576472027, Sweet Nothing (1995)  Predicted Score: 4.341893095754739, Substance of Fire, The (1996)  Predicted Score: 4.244365900540062]
Top 5 Movie Recommendations for UserID: 23 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.326499157079041, My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)  Predicted Score: 4.284234605441888, Convent, The (Convento, O) (1995)  Predicted Score: 4.161939418579991, Deceiver (1997)  Predicted Score: 4.099516200772629, Cyclo (1995)  Predicted Score: 4.077426056161881]
Top 5 Movie Recommendations for UserID: 24 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.9115114361590475, Condition Red (1995)  Predicted Score: 4.589893074216692, Police Story 4: Project S (Chao ji ji hua) (1993)  Predicted Score: 4.5434770417892, Fire on the Mountain (1996)  Predicted Score: 4.5434770417892, They Made Me a Criminal (1939)  Predicted Score: 4.541254282858474]
Top 5 Movie Recommendations for UserID: 25 ==>[Tokyo Fist (1995)  Predicted Score: 4.5739486468919734, Further Gesture, A (1996)  Predicted Score: 4.5739486468919734, Mat' i syn (1997)  Predicted Score: 4.5739486468919734, B. Monkey (1998)  Predicted Score: 4.5739486468919734, Sliding Doors (1998)  Predicted Score: 4.5739486468919734]
Top 5 Movie Recommendations for UserID: 26 ==>[Shadows (Cienie) (1988)  Predicted Score: 4.470177956720054, The Courtyard (1995)  Predicted Score: 4.470177956720054, Yankee Zulu (1994)  Predicted Score: 4.470177956720054, Hostile Intentions (1994)  Predicted Score: 4.470177956720054, Tigrero: A Film That Was Never Made (1994)  Predicted Score: 4.470177956720054]
Top 5 Movie Recommendations for UserID: 27 ==>[Mamma Roma (1962)  Predicted Score: 3.852369115953595, Little City (1998)  Predicted Score: 3.830066569344375, Pushing Hands (1992)  Predicted Score: 3.764040894635832, C'est arriv� pr�s de chez vous (1992)  Predicted Score: 3.7620151887688382, Santa with Muscles (1996)  Predicted Score: 3.6374197528205348]
Top 5 Movie Recommendations for UserID: 28 ==>[Very Natural Thing, A (1974)  Predicted Score: 4.334390921740439, Walk in the Sun, A (1945)  Predicted Score: 4.334390921740439, Deceiver (1997)  Predicted Score: 4.3191763758250685, Office Killer (1997)  Predicted Score: 4.31233989139785, Ballad of Narayama, The (Narayama Bushiko) (1958)  Predicted Score: 4.267054876231801]
Top 5 Movie Recommendations for UserID: 29 ==>[Reluctant Debutante, The (1958)  Predicted Score: 4.588412661650246, They Made Me a Criminal (1939)  Predicted Score: 4.481536097972409, Fear, The (1995)  Predicted Score: 4.4214714354648885, New Jersey Drive (1995)  Predicted Score: 4.3302087842592565, Getting Away With Murder (1996)  Predicted Score: 4.302238773455542]
Top 5 Movie Recommendations for UserID: 30 ==>[Very Natural Thing, A (1974)  Predicted Score: 5.0, Walk in the Sun, A (1945)  Predicted Score: 5.0, Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.900013094725252, Cyclo (1995)  Predicted Score: 4.779287909868714, Marlene Dietrich: Shadow and Light (1996)   Predicted Score: 4.595676973070232]
Top 5 Movie Recommendations for UserID: 31 ==>[Very Natural Thing, A (1974)  Predicted Score: 4.999999999999999, Walk in the Sun, A (1945)  Predicted Score: 4.999999999999999, Mirage (1995)  Predicted Score: 4.767211455939608, Delta of Venus (1994)  Predicted Score: 4.624946999248922, Wife, The (1995)  Predicted Score: 4.51161895526208]
Top 5 Movie Recommendations for UserID: 32 ==>[King of New York (1990)  Predicted Score: 4.1209035358042305, The Courtyard (1995)  Predicted Score: 4.0, Yankee Zulu (1994)  Predicted Score: 4.0, Hostile Intentions (1994)  Predicted Score: 4.0, Tigrero: A Film That Was Never Made (1994)  Predicted Score: 4.0]
Top 5 Movie Recommendations for UserID: 33 ==>[All Things Fair (1996)  Predicted Score: 5.0, Shadows (Cienie) (1988)  Predicted Score: 4.437377653792058, The Courtyard (1995)  Predicted Score: 4.437377653792058, Yankee Zulu (1994)  Predicted Score: 4.437377653792058, Hostile Intentions (1994)  Predicted Score: 4.437377653792058]
Top 5 Movie Recommendations for UserID: 34 ==>[They Made Me a Criminal (1939)  Predicted Score: 5.0, Coldblooded (1995)  Predicted Score: 5.0, Aiqing wansui (1994)  Predicted Score: 5.0, All Things Fair (1996)  Predicted Score: 5.0, Scream of Stone (Schrei aus Stein) (1991)  Predicted Score: 5.0]
Top 5 Movie Recommendations for UserID: 35 ==>[Mamma Roma (1962)  Predicted Score: 5.0, New Age, The (1994)  Predicted Score: 4.197859841700638, I Don't Want to Talk About It (De eso no se habla) (1993)  Predicted Score: 4.0, Someone Else's America (1995)  Predicted Score: 4.0, Reluctant Debutante, The (1958)  Predicted Score: 4.0]
Top 5 Movie Recommendations for UserID: 36 ==>[Condition Red (1995)  Predicted Score: 4.8829564316184335, Nobody Loves Me (Keiner liebt mich) (1994)  Predicted Score: 4.642626926290522, Coldblooded (1995)  Predicted Score: 4.63420731405673, Cyclo (1995)  Predicted Score: 4.435939793430507, Death in Brunswick (1991)  Predicted Score: 4.396912068315101]
Top 5 Movie Recommendations for UserID: 37 ==>[Death in Brunswick (1991)  Predicted Score: 4.371704062901071, Visitors, The (Visiteurs, Les) (1993)  Predicted Score: 4.314571514206741, Legal Deceit (1997)  Predicted Score: 4.206898838011126, Sliding Doors (1998)  Predicted Score: 4.157704144937146, Letter From Death Row, A (1998)  Predicted Score: 4.11521510185525]
Top 5 Movie Recommendations for UserID: 38 ==>[Big Bang Theory, The (1994)  Predicted Score: 4.807050611662932, Other Voices, Other Rooms (1997)  Predicted Score: 4.807050611662932, Cyclo (1995)  Predicted Score: 4.723974141963243, Mat' i syn (1997)  Predicted Score: 4.644810276799213, B. Monkey (1998)  Predicted Score: 4.644810276799213]
Top 5 Movie Recommendations for UserID: 39 ==>[Very Natural Thing, A (1974)  Predicted Score: 5.0, Walk in the Sun, A (1945)  Predicted Score: 5.0, Scream of Stone (Schrei aus Stein) (1991)  Predicted Score: 5.0, Nobody Loves Me (Keiner liebt mich) (1994)  Predicted Score: 4.713164907406019, Delta of Venus (1994)  Predicted Score: 4.683709759166267]
Top 5 Movie Recommendations for UserID: 40 ==>[Reluctant Debutante, The (1958)  Predicted Score: 4.0, Fear, The (1995)  Predicted Score: 3.6932990102242327, Saint of Fort Washington, The (1993)  Predicted Score: 3.678064418511944, Killer: A Journal of Murder (1995)  Predicted Score: 3.6317115300020526, For the Moment (1994)  Predicted Score: 3.5845617086315857]
Top 5 Movie Recommendations for UserID: 41 ==>[Spirits of the Dead (Tre passi nel delirio) (1968)  Predicted Score: 4.1155330362876565, My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)  Predicted Score: 4.097933676461415, Aiqing wansui (1994)  Predicted Score: 4.06909748618525, Shopping (1994)  Predicted Score: 4.0529069863060645, Nemesis 2: Nebula (1995)  Predicted Score: 4.0529069863060645]
Top 5 Movie Recommendations for UserID: 42 ==>[Nothing Personal (1995)  Predicted Score: 4.59682031332423, Brother's Kiss, A (1997)  Predicted Score: 4.59682031332423, Ripe (1996)  Predicted Score: 4.59682031332423, Next Step, The (1995)  Predicted Score: 4.59682031332423, Wedding Bell Blues (1996)  Predicted Score: 4.59682031332423]
Top 5 Movie Recommendations for UserID: 43 ==>[Office Killer (1997)  Predicted Score: 4.139879341549205, Mirage (1995)  Predicted Score: 4.138929404864635, Marlene Dietrich: Shadow and Light (1996)   Predicted Score: 4.120441147272584, Mat' i syn (1997)  Predicted Score: 4.1125443713749545, Sliding Doors (1998)  Predicted Score: 4.1125443713749545]
Top 5 Movie Recommendations for UserID: 44 ==>[Chairman of the Board (1998)  Predicted Score: 4.319251258612408, Reluctant Debutante, The (1958)  Predicted Score: 4.023745844425846, Death in Brunswick (1991)  Predicted Score: 4.017843946170713, Further Gesture, A (1996)  Predicted Score: 4.0, Mat' i syn (1997)  Predicted Score: 4.0]
Top 5 Movie Recommendations for UserID: 45 ==>[Death in Brunswick (1991)  Predicted Score: 4.735607737205069, Substance of Fire, The (1996)  Predicted Score: 4.725377226825891, Condition Red (1995)  Predicted Score: 4.630705657871906, King of New York (1990)  Predicted Score: 4.5522401297720565, Coldblooded (1995)  Predicted Score: 4.545643483660122]
Top 5 Movie Recommendations for UserID: 46 ==>[All Things Fair (1996)  Predicted Score: 5.000000000000001, Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 5.0, Aiqing wansui (1994)  Predicted Score: 4.661650931418601, Vermin (1998)  Predicted Score: 4.592529073414649, Hugo Pool (1997)  Predicted Score: 4.58538151103572]
Top 5 Movie Recommendations for UserID: 47 ==>[New Age, The (1994)  Predicted Score: 4.23669818998479, War at Home, The (1996)  Predicted Score: 4.231583842239698, Sunchaser, The (1996)  Predicted Score: 4.231583842239697, Substance of Fire, The (1996)  Predicted Score: 4.207735818599234, C'est arriv� pr�s de chez vous (1992)  Predicted Score: 4.163976362829687]
Top 5 Movie Recommendations for UserID: 48 ==>[Coldblooded (1995)  Predicted Score: 4.524115475794633, You So Crazy (1994)  Predicted Score: 4.30035461256646, Reluctant Debutante, The (1958)  Predicted Score: 4.283560544483226, Jupiter's Wife (1994)  Predicted Score: 4.215481817596745, Paris, France (1993)  Predicted Score: 4.207996883202579]
Top 5 Movie Recommendations for UserID: 49 ==>[Death in Brunswick (1991)  Predicted Score: 3.5389620466700116, Aiqing wansui (1994)  Predicted Score: 3.3558202973429236, My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)  Predicted Score: 3.276907425473222, Nowhere (1997)  Predicted Score: 3.209922055719261, Mamma Roma (1962)  Predicted Score: 3.206530049385251]
Top 5 Movie Recommendations for UserID: 50 ==>[Condition Red (1995)  Predicted Score: 4.722758852244049, Visitors, The (Visiteurs, Les) (1993)  Predicted Score: 4.340693484737513, All Things Fair (1996)  Predicted Score: 4.245522040402566, Further Gesture, A (1996)  Predicted Score: 4.208901079467594, Men of Means (1998)  Predicted Score: 4.191467860520662]
Top 5 Movie Recommendations for UserID: 51 ==>[Letter From Death Row, A (1998)  Predicted Score: 5.0, Twisted (1996)  Predicted Score: 5.0, Night Flier (1997)  Predicted Score: 5.0, Deceiver (1997)  Predicted Score: 5.0, Rough Magic (1995)  Predicted Score: 5.0]
Top 5 Movie Recommendations for UserID: 52 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.854635701461674, Reluctant Debutante, The (1958)  Predicted Score: 4.742905765085689, Pushing Hands (1992)  Predicted Score: 4.626857371972054, Mirage (1995)  Predicted Score: 4.61435660413578, Substance of Fire, The (1996)  Predicted Score: 4.595081764457458]
Top 5 Movie Recommendations for UserID: 53 ==>[Condition Red (1995)  Predicted Score: 4.584241482299325, Death in Brunswick (1991)  Predicted Score: 4.567075103220657, The Deadly Cure (1996)  Predicted Score: 4.433704117342436, Substance of Fire, The (1996)  Predicted Score: 4.427152874919063, Mirage (1995)  Predicted Score: 4.423613222278175]
Top 5 Movie Recommendations for UserID: 54 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.592136034484209, King of New York (1990)  Predicted Score: 4.460144458956784, Legal Deceit (1997)  Predicted Score: 4.457622956613234, Sliding Doors (1998)  Predicted Score: 4.432388624822248, Mat' i syn (1997)  Predicted Score: 4.41023722333148]
Top 5 Movie Recommendations for UserID: 55 ==>[All Things Fair (1996)  Predicted Score: 4.5496743369646415, Death in Brunswick (1991)  Predicted Score: 4.529104482233487, Sliding Doors (1998)  Predicted Score: 4.519980480125673, I Don't Want to Talk About It (De eso no se habla) (1993)  Predicted Score: 4.503339692879207, Marlene Dietrich: Shadow and Light (1996)   Predicted Score: 4.494541285430913]
Top 5 Movie Recommendations for UserID: 56 ==>[Cyclo (1995)  Predicted Score: 4.293846856571246, King of New York (1990)  Predicted Score: 4.249572673335441, Substance of Fire, The (1996)  Predicted Score: 4.205316231477889, Legal Deceit (1997)  Predicted Score: 4.159174034438207, Chairman of the Board (1998)  Predicted Score: 4.139836711760326]
Top 5 Movie Recommendations for UserID: 57 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.676514656948981, Further Gesture, A (1996)  Predicted Score: 4.363336286145171, Chairman of the Board (1998)  Predicted Score: 4.210931036761196, Men of Means (1998)  Predicted Score: 4.206327646077513, Mirage (1995)  Predicted Score: 4.1284907211180375]
Top 5 Movie Recommendations for UserID: 58 ==>[Hugo Pool (1997)  Predicted Score: 4.370927546084214, Paris, France (1993)  Predicted Score: 4.2866503479053355, Hush (1998)  Predicted Score: 4.256945620851836, Nightwatch (1997)  Predicted Score: 4.256945620851836, Mat' i syn (1997)  Predicted Score: 4.2487165027881435]
Top 5 Movie Recommendations for UserID: 59 ==>[Cyclo (1995)  Predicted Score: 4.554290310120122, Chairman of the Board (1998)  Predicted Score: 4.409200106672598, Legal Deceit (1997)  Predicted Score: 4.380792115073004, Witness (1985)  Predicted Score: 4.362821422602487, All Things Fair (1996)  Predicted Score: 4.3585856518711905]
Top 5 Movie Recommendations for UserID: 60 ==>[Substance of Fire, The (1996)  Predicted Score: 4.391749385229334, Cyclo (1995)  Predicted Score: 4.3797387825769265, Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.376862373614021, Office Killer (1997)  Predicted Score: 4.334225985928648, Little City (1998)  Predicted Score: 4.315146863474012]
Top 5 Movie Recommendations for UserID: 61 ==>[Delta of Venus (1994)  Predicted Score: 5.0, Carmen Miranda: Bananas Is My Business (1994)  Predicted Score: 5.0, Babyfever (1994)  Predicted Score: 5.0, Shadows (Cienie) (1988)  Predicted Score: 5.0, The Courtyard (1995)  Predicted Score: 5.0]
Top 5 Movie Recommendations for UserID: 62 ==>[Cyclo (1995)  Predicted Score: 4.128415029971254, King of New York (1990)  Predicted Score: 3.9615717643650656, Death in Brunswick (1991)  Predicted Score: 3.9062331516087676, Mamma Roma (1962)  Predicted Score: 3.8978211634406663, Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 3.826130524252749]
Top 5 Movie Recommendations for UserID: 63 ==>[Cyclo (1995)  Predicted Score: 3.6625713046308244, Someone Else's America (1995)  Predicted Score: 3.634287424997606, Reluctant Debutante, The (1958)  Predicted Score: 3.6101745060874193, Three Lives and Only One Death (1996)  Predicted Score: 3.598389280738252, Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 3.590397724468948]
Top 5 Movie Recommendations for UserID: 64 ==>[Death in Brunswick (1991)  Predicted Score: 3.9349829716717917, Mirage (1995)  Predicted Score: 3.9042447698638463, Mamma Roma (1962)  Predicted Score: 3.8728715148060684, Ballad of Narayama, The (Narayama Bushiko) (1958)  Predicted Score: 3.866047879641822, Sexual Life of the Belgians, The (1994)  Predicted Score: 3.8446082307774487]
Top 5 Movie Recommendations for UserID: 65 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.378000133108498, Mirage (1995)  Predicted Score: 4.3400599097908765, I Don't Want to Talk About It (De eso no se habla) (1993)  Predicted Score: 4.25558278417099, The Deadly Cure (1996)  Predicted Score: 4.22905790781976, Outlaw, The (1943)  Predicted Score: 4.181376333588099]
Top 5 Movie Recommendations for UserID: 66 ==>[King of New York (1990)  Predicted Score: 4.386358050361495, Walk in the Sun, A (1945)  Predicted Score: 4.0, Very Natural Thing, A (1974)  Predicted Score: 4.0, I Don't Want to Talk About It (De eso no se habla) (1993)  Predicted Score: 3.98830851802679, Condition Red (1995)  Predicted Score: 3.9666255621563464]
Top 5 Movie Recommendations for UserID: 67 ==>[Truman Show, The (1998)  Predicted Score: 5.0, Hugo Pool (1997)  Predicted Score: 5.0, Sliding Doors (1998)  Predicted Score: 5.0, Mighty, The (1998)  Predicted Score: 5.0, Shadows (Cienie) (1988)  Predicted Score: 5.0]
Top 5 Movie Recommendations for UserID: 68 ==>[King of New York (1990)  Predicted Score: 5.0, Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 5.0, Death in Brunswick (1991)  Predicted Score: 4.7901611991344675, Other Voices, Other Rooms (1997)  Predicted Score: 4.761448549974727, Big Bang Theory, The (1994)  Predicted Score: 4.761448549974727]
Top 5 Movie Recommendations for UserID: 69 ==>[Shadows (Cienie) (1988)  Predicted Score: 4.594616241938488, The Courtyard (1995)  Predicted Score: 4.594616241938488, Yankee Zulu (1994)  Predicted Score: 4.594616241938488, Hostile Intentions (1994)  Predicted Score: 4.594616241938488, Tigrero: A Film That Was Never Made (1994)  Predicted Score: 4.594616241938488]
Top 5 Movie Recommendations for UserID: 70 ==>[Further Gesture, A (1996)  Predicted Score: 4.0, Mirage (1995)  Predicted Score: 3.9831355105344914, King of New York (1990)  Predicted Score: 3.9597169746524687, Mamma Roma (1962)  Predicted Score: 3.942948766637312, Legal Deceit (1997)  Predicted Score: 3.8903807694901107]
Top 5 Movie Recommendations for UserID: 71 ==>[My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)  Predicted Score: 4.218613060261373, Mamma Roma (1962)  Predicted Score: 4.141526332607184, Letter From Death Row, A (1998)  Predicted Score: 4.113839628404458, Condition Red (1995)  Predicted Score: 4.0973918853811755, Paris, France (1993)  Predicted Score: 4.0901685849706455]
Top 5 Movie Recommendations for UserID: 72 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.551746489031822, Very Natural Thing, A (1974)  Predicted Score: 4.320739332549288, Walk in the Sun, A (1945)  Predicted Score: 4.320739332549288, The Deadly Cure (1996)  Predicted Score: 4.194393655488785, Mirage (1995)  Predicted Score: 4.169419310226788]
Top 5 Movie Recommendations for UserID: 73 ==>[Cyclo (1995)  Predicted Score: 4.4044283473907315, Witness (1985)  Predicted Score: 4.24540355787394, Death in Brunswick (1991)  Predicted Score: 4.20994462590006, Jupiter's Wife (1994)  Predicted Score: 4.194537038122776, Object of My Affection, The (1998)  Predicted Score: 4.16976590843576]
Top 5 Movie Recommendations for UserID: 74 ==>[Entertaining Angels: The Dorothy Day Story (1996)  Predicted Score: 4.592136034484209, They Made Me a Criminal (1939)  Predicted Score: 4.124944222942504, Big Bang Theory, The (1994)  Predicted Score: 4.100846877693425, Other Voices, Other Rooms (1997)  Predicted Score: 4.100846877693425, War at Home, The (1996)  Predicted Score: 4.077909181501003]
Top 5 Movie Recommendations for UserID: 75 ==>[Shadows (Cienie) (1988)  Predicted Score: 4.626255929982302, The Courtyard (1995)  Predicted Score: 4.626255929982302, Yankee Zulu (1994)  Predicted Score: 4.626255929982302, Hostile Intentions (1994)  Predicted Score: 4.626255929982302, Tigrero: A Film That Was Never Made (1994)  Predicted Score: 4.626255929982302]
Top 5 Movie Recommendations for UserID: 76 ==>[Mamma Roma (1962)  Predicted Score: 4.28642688709814, Spirits of the Dead (Tre passi nel delirio) (1968)  Predicted Score: 4.1914985854825835, Very Natural Thing, A (1974)  Predicted Score: 4.142348577951424, Walk in the Sun, A (1945)  Predicted Score: 4.142348577951424, Convent, The (Convento, O) (1995)  Predicted Score: 4.131337945363219]
Top 5 Movie Recommendations for UserID: 77 ==>[Big Bang Theory, The (1994)  Predicted Score: 5.0, Other Voices, Other Rooms (1997)  Predicted Score: 5.0, Star Kid (1997)  Predicted Score: 5.0, Men of Means (1998)  Predicted Score: 5.0, Tokyo Fist (1995)  Predicted Score: 5.0]
Top 5 Movie Recommendations for UserID: 78 ==>[All Things Fair (1996)  Predicted Score: 5.0, Walk in the Sun, A (1945)  Predicted Score: 4.58433681475246, Very Natural Thing, A (1974)  Predicted Score: 4.58433681475246, Delta of Venus (1994)  Predicted Score: 4.513226963310885, Carmen Miranda: Bananas Is My Business (1994)  Predicted Score: 4.434003933558417]
Top 5 Movie Recommendations for UserID: 79 ==>[King of New York (1990)  Predicted Score: 4.491982603858397, Mamma Roma (1962)  Predicted Score: 4.485083754989423, Paris, France (1993)  Predicted Score: 4.4476429164688245, Target (1995)  Predicted Score: 4.4262422586996495, C'est arriv� pr�s de chez vous (1992)  Predicted Score: 4.4143796732679474]
Top 5 Movie Recommendations for UserID: 80 ==>[Very Natural Thing, A (1974)  Predicted Score: 4.601302338912784, Walk in the Sun, A (1945)  Predicted Score: 4.601302338912784, Chairman of the Board (1998)  Predicted Score: 4.294909766412787, Delta of Venus (1994)  Predicted Score: 4.2151588388650705, Office Killer (1997)  Predicted Score: 4.172012955454786]
